Constituency,State,MP,Party,Year
RANCHI,Bihar, SHIVA PRASAD SAHU,INC(I),1982
ROSERA (SC),Bihar, BALESHWAR RAM,INC(I),1982
SAHARSA,Bihar, KAMAL NATH JHA,INC(I),1982
SAMASTIPUR,Bihar, AJIT KUMAR MEHTA,JNP(S),1982
SASARAM (SC),Bihar, JAGJIWAN RAM,JNP,1982
SHEOHAR,Bihar, RAM DULARI SINGH,INC(I),1982
SINGHBHUM (ST),Bihar,BAGUN SUMBRUI,JNP,1982
SITAMARHI,Bihar, BALIRAM BHAGAT,INC(U),1982
SIWAN,Bihar, M. YUSUF,INC(I),1982
VAISHALI,Bihar, KISHROI SINHA,JNP,1982
CHANDNI CHOWK,Delhi, BHIKU RAM JAIN,INC(I),1982
DELHI SADAR,Delhi, JAGDISH TYTLER,INC(I),1982
EAST DELHI,Delhi, H.K.L. BHAGAT,INC(I),1982
OUTER DELHI,Delhi, SAJJAN KUMAR,INC(I),1982
SOUTH DELHI,Delhi, CHARANJIT SINGH (WEST FRIENDS COLONY),INC(I),1982
NEW DELHI ,Delhi,ATAL BIHARI VAJPAYEE ,JNP,1982
KAROL BAGH (SC) ,Delhi,DHARAM DASS SHASTRI ,INC(I),1982
AHMEDABAD,Gujarat, MAGANBHAI BAROT,INC(I),1982
AMRELI ,Gujarat,RAVANI NAVINCHANDRA PARMANANDDAS ,INC(I),1982
ANAND,Gujarat, ISHVARBHAI KHODABHAI CHAVDA,INC(I),1982
BANASKANTHA,Gujarat, BHERAVDAN KHETDANJI GADHAVI,INC(I),1982
BARODA ,Gujarat,GAEKWAD RANJITSINHJI PRATAPSINJI ,INC(I),1982
BHAVNAGAR,Gujarat, GOHIL GIGABHAI BHAVUBHAI,INC(I),1982
BROACH,Gujarat, PATEL AHMEDBHAI MOHAMMEDBHAI,INC(I),1982
BULSAR (ST) ,Gujarat,PATEL UTTAMBHAI HARJIBHAI ,INC(I),1982
CHHOTA UDAIPUR (ST) ,Gujarat,RATHAWA AMARSINGHBHAI VIRIYABHAI ,INC(I),1982
DHANDHUKA (SC),Gujarat, MAKWANA NARSINHBHAI KARSANBHAI,INC(I),1982
DOHAD (ST) ,Gujarat,DAMOR SOMJIBHAI PUNJABHAI ,INC(I),1982
GANDHINAGAR,Gujarat, AMRIT MOHANAL PATEL,INC(I),1982
GODHRA,Gujarat, MAHARAOL JAYDEEPSINHJI SUBHAGSINHJI,INC(I),1982
JAMNAGAR,Gujarat, JADEJA DOLATSINHJI PRATAPSINHJI,INC(I),1982
JUNAGADH,Gujarat, PATEL MOHANLAL LALJIBHAI,INC(I),1982
KAIRA,Gujarat, AJITSINH FULSINHJI DABHI,INC(I),1982
KAPADVANJ,Gujarat, SOLANKI NATAVARSINHJI KESARISINHJI,INC(I),1982
KUTCH  ,Gujarat,MEHTA MAHIPATRAY MULSHANKER,INC(I),1982
MANDVI (ST),Gujarat, GAMIT CHHITUBHAI DEVJIBHAI,INC(I),1982
MEHSANA,Gujarat, CHAUDHARY MOTIBHAI RANCHHODBHAI,JNP,1982
PATAN (SC),Gujarat, PARMAR HIRALAL RANCHHODDAS,INC(I),1982
PORBANDAR,Gujarat, ODEDRA MALDEJI MANDLIKJI,INC(I),1982
RAJKOT,Gujarat, MAVANI RAMJIBHAI BHURABHAI,INC(I),1982
SABARKANTHA,Gujarat, PATEL SHANTUBHAI CUNIBHAI,INC(I),1982
SURAT,Gujarat, PATEL CHHAGANBHAI DEVABHAI,INC(I),1982
SURENDRANAGAR ,Gujarat,DIGVIJAYSINH PRATAPSINHG ZALA ,INC(I),1982
AMBALA (SC) ,Haryana,SURAJ BHAN ,JNP,1982
BHIWANI,Haryana, BANSI LAL,INC(I),1982
FARIDABAD,Haryana, TAYYAB HUSSAIN,INC(I),1982
HISSAR,Haryana, MANI RAM S/O HARJI RAM,JNP(S),1982
KARNAL,Haryana, CHIRANJI LAL,INC(I),1982
KURUKSHETRA,Haryana, MANOHAR LAL,JNP(S),1982
MAHENDRAGARH,Haryana, BIRENDER SINGH,INC(I),1982
ROHTAK,Haryana, INDER VESH,JNP(S),1982
SIRSA (SC) ,Haryana,DALBIR SINGH ,INC(I),1982
SONEPAT,Haryana, DEVI LAL,JNP(S),1982
HAMIRPUR ,Himachal Pradesh,NARAIN CHAND ,INC(I),1982
KANGRA,Himachal Pradesh,VIKRAM CHAND MAHAJAN,INC(I),1982
MANDI,Himachal Pradesh,VIR BAHADUR SINGH,INC(I),1982
SIMLA (SC) ,Himachal Pradesh,KRISHAN DUTT,INC(I),1982
BAGALKOT,Karnataka, VEERENDRA PATIL,INC(I),1982
BANGALORE NORTH,Karnataka, C.K. JAFFAR SHARIEF,INC(I),1982
BANGALORE SOUTH,Karnataka, T.R. SHAMANNA,JNP,1982
BELGAUM,Karnataka, SIDNAL SHANMUKHAPPA BASAPPA,INC(I),1982
BELLARY,Karnataka, R.Y. GHORPADE,INC(I),1982
BIDAR (SC) ,Karnataka,NARSING HULLA ,INC(I),1982
BIJAPUR ,Karnataka,CHOUDHARI KALINGAPPA BHIMANNA,INC(I),1982
CHAMARAJANAGAR (SC)  ,Karnataka,V. SREENIVASA PRASAD,INC(I),1982
CHIKBALLAPUR,Karnataka, S.N. PRASAN KUMAR,INC(I),1982
CHIKKODI (SC) ,Karnataka,B. SHANKARANAND ,INC(I),1982
CHIKMAGALUR,Karnataka, D.M. PUTTEGOWDA,INC(I),1982
CHITRADURGA,Karnataka, K. MALLANNA,INC(I),1982
DAVANGERE,Karnataka, T.V. CHANDRASHEKHARAPPA,INC(I),1982
DHARWAD NORTH,Karnataka, D.K. NAIKAR,INC(I),1982
DHARWAD SOUTH,Karnataka, MOHSIN FAKRUDDINSAB HUSSENSAB,INC(I),1982
GULBARGA,Karnataka,C.M.STEPHEN,INC(I),1982
HASSAN,Karnataka, H.N. NANJEGOWDA,INC(I),1982
KANAKAPURA,Karnataka, M.V. CHANDRASEKHARA MURTHY,INC(I),1982
KANARA,Karnataka, NAIK DEVARAY G.,INC(I),1982
KOLAR (SC),Karnataka, G.Y. KRISHNAN,INC(I),1982
KOPPAL,Karnataka, H.G. RAMULU,INC(I),1982
MANDYA,Karnataka, S.M. KRISHNA,INC(I),1982
MANGALORE,Karnataka, JANARDHANA POOJARI,INC(I),1982
MYSORE,Karnataka, M. RAJASHEKARAMURTHY,INC(I),1982
RAICHUR,Karnataka, B.V. DESAI,INC(I),1982
SHIMOGA,Karnataka, S.T. QUADRI,INC(I),1982
TUMKUR,Karnataka, K. LAKKAPPA,INC(I),1982
UDUPI ,Karnataka,OSCAR FERNANDES ,INC(I),1982
ADOOR (SC),Kerala, P. K. KODIYAN,CPI,1982
ALLEPPEY,Kerala, SUSEELA GOPALANA,CPM,1982
BADAGARA,Kerala, K.P. UNNIKRISHNAN,INC(U),1982
CALICUT,Kerala, E. K. IMBICHI BAVA,CPM,1982
CANNANORE,Kerala, K. KUNHAMBU,INC(U),1982
CHIRAYINKIL,Kerala, A. A. RAHIM,INC(I),1982
ERNAKULAM,Kerala, XAVIER VARGHESE ARAKAL,INC(I),1982
IDUKKI,Kerala, M.M. LAWRENCE,CPM,1982
KASARAGOD ,Kerala,M. RAMANNA RAI ,CPM,1982
KOTTAYAM,Kerala, SKARIA THOMAS,KEC,1982
MANJERI,Kerala, EBRAHIM SULAIMAN SAIT,MUL,1982
MAVELIKARA,Kerala, P. J. KURIEN,INC(U),1982
MUKUNDAPURAM,Kerala, BALANANDAN,CPM,1982
MUVATTUPUZHA,Kerala, GEORGE JOSEPH (BABY MUNDACKAL),IND,1982
OTTAPALAM (SC),Kerala, A.K. BALAN,CPM,1982
PALGHAT,Kerala, V.S. VIJAYA RAGHAVAN,INC(I),1982
PONNANI,Kerala, BANATWALA GULAM MEHMOOD,MUL,1982
QUILON,Kerala, B. K. NAIR,INC(I),1982
TRICHUR,Kerala, K. A. RAJAN,CPM,1982
TRIVANDRUM ,Kerala,A. NEELALOHITHADASAN NADAR ,INC(I),1982
BALAGHAT,Madhya Pradesh, NANDKISHORE SHARMA,INC(I),1982
BASTAR (ST),Madhya Pradesh, LAXMAN KARMA,INC(I),1982
BETUL,Madhya Pradesh, GUFRAN AZAM,INC(I),1982
BHIND,Madhya Pradesh, KALICHARAN SHARMA,INC(I),1982
BHOPAL,Madhya Pradesh, SHANKARDAYAL SHARMA,INC(I),1982
BILASPUR (SC),Madhya Pradesh, GODIL PRASAD ANURAGI,INC(I),1982
CHHINDWARA,Madhya Pradesh, KAMAL NATH,INC(I),1982
DAMOH,Madhya Pradesh, PRABHUNARAYAN RAMDHAN,INC(I),1982
DHAR (ST),Madhya Pradesh, FATEHBHANUSINH S/O RAMSINH,INC(I),1982
DURG,Madhya Pradesh, CHANDULAL CHANRAKAR,INC(I),1982
GUNA,Madhya Pradesh, MADHAVRAO SEINDIA,INC(I),1982
GWALIOR,Madhya Pradesh, NARAYAN KRISHNARAO SHEJWALKAR,JNP,1982
HOSHANGABAD,Madhya Pradesh, RAMESHWAR NIKHRA,INC(I),1982
INDORE,Madhya Pradesh, PRAKASH CHAND SETHI,INC(I),1982
JABALPUR,Madhya Pradesh,B.PANANJPE,JNP,1982
JANJGIR,Madhya Pradesh, RAMGOPAL TIWARI,INC(I),1982
JHABUA (ST),Madhya Pradesh, DILEEP SINGH BHURIA,INC(I),1982
KANKER (ST),Madhya Pradesh, ARVIND NETAM,INC(I),1982
KHAJURAHO,Madhya Pradesh, CHATURVEDI VIDYAWATI,INC(I),1982
KHANDWA,Madhya Pradesh, SHIVKUMARSINGH NAWAL SINGH,INC(I),1982
KHARGONE,Madhya Pradesh, SUBHASH YADAV,INC(I),1982
MAHASAMUND,Madhya Pradesh, VIDYA CHARAN SHUKLA RAVISHANKAR SHUKLA,INC(I),1982
MANDLA (ST),Madhya Pradesh, CHHOTELAL SONU,INC(I),1982
MANDSAUR  ,Madhya Pradesh,BHANWARLAL RAJMAL NAHATA,INC(I),1982
MORENA (SC) ,Madhya Pradesh,BABULAL SOLANKI ,INC(I),1982
RAIGARH (ST),Madhya Pradesh, PUSHPA DEVI SINGH,INC(I),1982
RAIPUR,Madhya Pradesh, KAYUR BHUSHAN MATHURA PRASAD,INC(I),1982
RAJGARH,Madhya Pradesh, PANDIT VASANT KUMAR RAM KRISHNA,JNP,1982
RAJNANDGAON,Madhya Pradesh, SHIVENDRA BAHADUR SINGH,INC(I),1982
REWA ,Madhya Pradesh,MAHARAJA MARTAND SINGH,IND,1982
SAGAR (SC),Madhya Pradesh,R.P.AHIRWAR,JNP,1982
SARANGARH (SC),Madhya Pradesh, PARASRAM RAM PRASAD,INC(I),1982
SATNA,Madhya Pradesh, GULSHER AHMED,INC(I),1982
SEONI,Madhya Pradesh, GARGISHAKER RAMKRISHNA MISHRA,INC(I),1982
SHAHDOL (ST),Madhya Pradesh, DALBIR SINGH,INC(I),1982
SHAJAPUR (SC),Madhya Pradesh, FULCHAND VERMA,JNP,1982
SIDHI (ST),Madhya Pradesh, MOTI LAL SINGH,INC(I),1982
SURGUJA (ST) ,Madhya Pradesh,CHAKARADHARI,INC(I),1982
UJJAIN (SC),Madhya Pradesh, SATYANARAYAN JATIYA,JNP,1982
VIDISHA,Madhya Pradesh, PRATAPBHANU KRISHNAGOPAL,INC(I),1982
AHMEDNAGAR,Maharashtra, ATHARE CHANDRABHAN BALAJI,INC(I),1982
AKOLA,Maharashtra, VAIRALE MADHUSUDAN ATMARAM,INC(I),1982
AMRAVATI,Maharashtra, USHA PRAKASH CHOUDHARI,INC(I),1982
AURANGABAD,Maharashtra, KAZI SALEM,INC(I),1982
BARAMATI,Maharashtra, PATIL SHANKARRAO BAJIRAO,INC(I),1982
BEED  ,Maharashtra,KASHIRSAGAR KESARBAI SONAJIRAO ALIAS KAKU,INC(I),1982
BHANDARA,Maharashtra, PARDHIR KESHAORAO ATMARAMJI,INC(I),1982
BOMBAY NORTH ,Maharashtra,RAVINDRA VARMA ,JNP,1982
BOMBAY NORTH CENTRAL,Maharashtra, PRAMILA MADHU DANDVATE ,JNP,1982
BOMBAY NORTH EAST ,Maharashtra,SUBRAMANIAN SWAMY ,JNP,1982
BOMBAY NORTH WEST ,Maharashtra,RAM JETHAMALANI ,JNP,1982
BOMBAY SOUTH,Maharashtra, RAJDA RATASINH GOKULDAS,JNP,1982
BOMBAY SOUTH CENTRAL ,Maharashtra,BHOLE R. R. ,INC(I),1982
BULDHANA (SC),Maharashtra, WASNIK BALKRISHNA RAMCHANDRA,INC(I),1982
CHANDRAPUR,Maharashtra, SHANTARAM POTDUKHE,INC(I),1982
CHIMUR,Maharashtra, MUTTEMWAR VILAS BABURA,INC(I),1982
DAHANU (ST),Maharashtra, SHINGHADA DAMU BARKU,INC(I),1982
DHULE,Maharashtra, (ST) BHOYE RESHMA MOTIRAM,INC(I),1982
ERANDOL,Maharashtra, VIJAY KUMAR NAVAL PATIL,INC(I),1982
HINGOLI,Maharashtra, UTTAMRAO BALIRAMJI RATHOD,INC(I),1982
ICHALKARANJI,Maharashtra, MANE RAJARAM ALIAS BALASAHEB SHANKARRAO,INC(I),1982
JALGAON,Maharashtra, YADAV SHIVRAM MAHAJAN,INC(I),1982
JALNA,Maharashtra, BALASAHEB PAWAR,INC(I),1982
KARAD,Maharashtra, MOHITE YASHAVANTRAO JIJAVA,INC(I),1982
KHED,Maharashtra, MORE RAMKRISHNA SADASHIV,INC(I),1982
KOLABA ,Maharashtra,A. T. PATIL ,INC(I),1982
KOLHAPUR ,Maharashtra,GAIKWAD UDAYASINGRAO NANASAHEB ,INC(I),1982
KOPARGAON,Maharashtra, VIKHE EKNATHRAO VITHALRAO,INC(I),1982
LATUR,Maharashtra, SHIVRAJ VISHWANATH PATIL,INC(I),1982
MALEGAON (ST),Maharashtra, KHANDOLE ZAMARU MANGALU,INC(I),1982
NAGPUR,Maharashtra, DHOTE JAMBUWANT BAPURAO,INC(I),1982
NANDED,Maharashtra, CHAVAN SHANKARRAO BHAURAO,INC(I),1982
NANDURBAR (ST),Maharashtra,G.M.HODLYA,INC(I),1982
NASHIK ,Maharashtra,WAGH PRATAP DEORAM ,INC(I),1982
OSMANABAD (SC),Maharashtra, SAWANT TRIMBAK MAROTRAO,INC(I),1982
PANDHARPUR (SC),Maharashtra, THORAT SANDIPAN BHAGWAN,INC(I),1982
PARBHANI,Maharashtra, YADAV RAMRAO NARAYANRAO,INC(I),1982
PUNE,Maharashtra, GADGIL VITTHAL NARHAR,INC(I),1982
RAJAPUR ,Maharashtra,MADHU DANDVATE ,JNP,1982
RAMTEK,Maharashtra, BARVE JATIRAM CHAITRAM,INC(I),1982
RATNAGIRI,Maharashtra, BAPUSAHEB PARULEKAR,JNP,1982
SANGLI,Maharashtra, PATIL VASANTRAO BANDUJI,INC(I),1982
SATARA,Maharashtra, CHAVAN YASHVANTRAO BALAWANTRAO,INC(U),1982
SOLAPUR,Maharashtra, KUCHAN GANGADHAR SIDRAMAPPA,INC(I),1982
THANE,Maharashtra,P.J.SHIAVRAM,JNP,1982
WARDHA,Maharashtra, VASANTRAO SATHE,INC(I),1982
WASHIM,Maharashtra, GULAM NABI AZAD,INC(I),1982
YAVATMAL,Maharashtra, PATIL UTTAMRAO DEORAO,INC(I),1982
ASKA,Orissa, RAMACHANDRA RATH,INC(I),1982
BALASORE,Orissa, CHINTAMANI JENA,INC(I),1982
BERHAMPUR,Orissa, JAGANNATH RAO R.,INC(I),1982
BHADRAK (SC),Orissa, ARJUN CHARAN SETHI,INC(I),1982
BHUBANESWAR,Orissa, CHINTAMANI PANIGRAHI,INC(I),1982
BOLANGIR,Orissa, NITYANANDA MISHRA,INC(I),1982
CUTTACK,Orissa,J.PATNAIK(W),INC(I),1982
DEOGARH,Orissa, NARAYAN SAHU,INC(I),1982
DHENKANAL ,Orissa,RAJA KAMAKHYA PRASAD SINGH DEO MAHINDRA BAHADUR, INC(I),1982
JAGATSINGHPUR,Orissa, LAKSHMAN MALLICK,INC(I),1982
JAJPUR (SC),Orissa, ANADI CHARAN DAS,INC(I),1982
KALAHANDI,Orissa, RASABEHARI BEHARA,INC(I),1982
KENDRAPARA,Orissa, BIJOYNANDA PATANAIK,JNP(S),1982
KEONJHAR (ST) ,Orissa,HARIHAR SOREN ,INC(I),1982
KORAPUT (ST),Orissa, GIRIDHAR GOMANGO,INC(I),1982
MAYURBHANJ (ST) ,Orissa,MAN MOHAN TUDU ,INC(I),1982
NOWRANGPUR (ST),Orissa, KHAGAPATI PRADHANI,INC(I),1982
PHULBANI (SC),Orissa, MRUTYUNJAYA NAYAK,INC(I),1982
PURI,Orissa, BRAJAMOHAN MOHANTY,INC(I),1982
SAMBALPUR,Orissa, KRUPASINDHU BHOI,INC(I),1982
SUNDARGARH (ST) ,Orissa,CHRISTOPHER EKKA ,INC(I),1982
AMRITSAR,Punjab, RAGHUNANDAN LAL,INC(I),1982
BHATINDA (SC),Punjab, HAKAM SINGH,INC(I),1982
FARIDKOT,Punjab, GURBINDER KAUR,INC(I),1982
FEROZEPUR ,Punjab,BAL RAM ,INC(I),1982
GURDASPUR ,Punjab,SUKHBANS KAUR ,INC(I),1982
HOSHIARPUR,Punjab, ZAIL SINGH,INC(I),1982
JULLUNDUR,Punjab, RAJINDER SINGH SPARROW,INC(I),1982
LUDHIANA,Punjab, DEVINDER SINGH GARCHA,INC(I),1982
PATIALA,Punjab, AMARENDER SINGH,INC(I),1982
PHILLAUR (SC),Punjab, CH. SUNDAR SINGH,INC(I),1982
ROPAR,Punjab, (SC) BUTA SINGH,INC(I),1982
SANGRUR,Punjab, GURCHARAN SINGH,INC(I),1982
TARN TARAN,Punjab, LEHNA SINGH,SAD,1982
AJMER,Rajasthan, ACHARYA BHAGWAN DEV,INC(I),1982
ALWAR,Rajasthan, RAM SINGH YADAV,INC(I),1982
BANSWARA (ST),Rajasthan, BHIKHA BHAI,INC(I),1982
BARMER,Rajasthan, VIRDHI CHAND,INC(I),1982
BAYANA (SC),Rajasthan,L.R.KEN,INC(I),1982
BHARATPUR,Rajasthan, RAJESH PILOT,INC(I),1982
BHILWARA,Rajasthan, GIRDHARI LAL,INC(I),1982
BIKANER,Rajasthan, MANFOOL SINGH,INC(I),1982
CHITTORGARH,Rajasthan, NRIMALA KUMARI,INC(I),1982
CHURU ,Rajasthan,DAULAT RAM SARAN ,JNP(S),1982
DAUSA,Rajasthan, NAWAL KISHORE SHARMA,INC(I),1982
GANGANAGAR (SC) ,Rajasthan,BIRBAL ,INC(I),1982
JAIPUR,Rajasthan, SATISH CHANDRA AGARWAL,JNP,1982
JALORE (SC),Rajasthan, VIRDA RAM,INC(I),1982
JHALAWAR,Rajasthan, CHATUR BHUJ,JNP,1982
JHUNJHUNU,Rajasthan, BHIM SINGH,JNP,1982
JODHPUR,Rajasthan, ASHOK GAHLOT,INC(I),1982
KOTA,Rajasthan, KRISHAN KUMAR GOYAL,JNP,1982
NAGAUR ,Rajasthan,NATHU RAM ,INC(U),1982
PALI,Rajasthan, MOOL CHAND DAGA,INC(I),1982
SALUMBER (ST),Rajasthan, JAI NARAIN,INC(I),1982
SAWAI MADHOPUR (ST) ,Rajasthan,RAM KUMAR ,INC(I),1982
SIKAR,Rajasthan, KUMBHA RAM ARYA,JNP(S),1982
TONK (SC),Rajasthan, BANWARI LAL BAIRWA,INC(I),1982
UDAIPUR,Rajasthan,D.VERMA,INC(I),1982
ARAKKONAM,Tamil Nadu, VELU A.M.,INC(I),1982
CHENGALPATTU ,Tamil Nadu,ANBARASU  ERA ,INC(I),1982
CHIDAMBARAM (SC),Tamil Nadu, KULANDAIVELU V.,DMK,1982
COIMBATORE,Tamil Nadu, RAM MOHAN ALIAS ERA MOHAN R.,DMK,1982
CUDDALORE,Tamil Nadu, MUTHUKUMARAN R.,INC(I),1982
DHARMAPURI,Tamil Nadu, ARJUNAN K.,DMK,1982
DINDIGUL,Tamil Nadu, MAYA THEVAR K.,DMK,1982
GOBICHETTIPALAYAM ,Tamil Nadu,CHINNASAMY G. ,ADK,1982
KARUR,Tamil Nadu, DORAI SEBASTIAN S.A.,INC(I),1982
KRISHNAGIRI,Tamil Nadu, RAMAMURTHY K.,INC(I),1982
MADRAS CENTRAL,Tamil Nadu, KALANIDHI A.,DMK,1982
MADRAS NORTH ,Tamil Nadu,LAKSHMANAN G. ,DMK,1982
MADRAS SOUTH,Tamil Nadu, VENKATARAMAN R.,INC(I),1982
MADURAI,Tamil Nadu, SUBBURAMAN A.G.,INC(I),1982
MAYILADUTURAI ,Tamil Nadu,KUDANTHAI RAMALINGAM N. ,INC(I),1982
NAGAPATTINAM (SC),Tamil Nadu,MURUGAIYAN.K,CPI,1982
NAGERCOIL ,Tamil Nadu,"DENNIS, N. ",INC(I),1982
NILGIRIS,Tamil Nadu, PRABHU R.,INC(I),1982
PALANI,Tamil Nadu, SANAPATHI GOUNDAR A.,INC(I),1982
PERAMBALUR (SC),Tamil Nadu, MANI K.B.S.,INC(I),1982
PERIYAKULAM,Tamil Nadu,JAKKAY S.T.K,DMK,1982
POLLACHI (SC),Tamil Nadu, DHANDAPANI C.T.,DMK,1982
PUDUKKOTTAI ,Tamil Nadu,V.N. SWAMYNATHAN ,INC(I),1982
RAMANATHAPURAM,Tamil Nadu, SATHIYENDRAN M.S.K.,DMK,1982
RASIPURAM (SC),Tamil Nadu, DEVARAJAN B.,INC(I),1982
SALEM,Tamil Nadu, PALANIAPPAN C.,DMK,1982
SIVAGANGA,Tamil Nadu, SWAMINATHAN R.V.,INC(I),1982
SIVAKASI,Tamil Nadu, SOURDARARAJAN N.,ADK,1982
SRIPERUMBUDUR (SC),Tamil Nadu, NAGARATNAM T.,DMK,1982
TENKASI (SC),Tamil Nadu, ARUNACHALAM M.,INC(I),1982
THANJAVUR,Tamil Nadu,SINGARAVADIVEL.S,INC(I),1982
TINDIVANAM,Tamil Nadu, RAMASWAMY PADAYATCHI S.S.,INC(I),1982
TIRUCHENDUR,Tamil Nadu, KOSALRAM K. T.,INC(I),1982
TIRUCHENGODE,Tamil Nadu, KANDASWAMY M.,DMK,1982
TIRUCHIRAPPALLI ,Tamil Nadu,SELVARAJU N. ,DMK,1982
TIRUNELVELI,Tamil Nadu, SIVAPRAKASAM D.S.A.,DMK,1982
TIRUPPATTUR ,Tamil Nadu,MURUGIAN S. ,DMK,1982
VANDAVASI,Tamil Nadu, PATTUSWAMY D.,INC(I),1982
VELLORE,Tamil Nadu, ABDUL SAMAD A.K.A.,IND,1982
AGRA,Uttar Pradesh, NIHAL SINGH,INC(I),1982
AKBARPUR (SC),Uttar Pradesh, RAM AVADH,JNP(S),1982
ALIGARH,Uttar Pradesh, INDRA KUMARI,JNP(S),1982
ALLAHABAD,Uttar Pradesh,K.P.TIWARI,INC(I),1982
ALMORA,Uttar Pradesh, HARISH CHANDRA SINGH,INC(I),1982
AMETHI,Uttar Pradesh,RAJIV GANDHI,INC(I),1982
AMROHA,Uttar Pradesh, CHANDRA PAL SINGH,JNP(S),1982
AONLA,Uttar Pradesh, JAIPAL SINGH KASHYAP,JNP(S),1982
AZAMGARH,Uttar Pradesh, CHANDRAJEET,JNP(S),1982
BADAUN ,Uttar Pradesh,MOHAMMAD ASRAR AHMAD ,INC(I),1982
BAGHPAT,Uttar Pradesh, CHARAN SINGH,JNP(S),1982
BAHRAICH,Uttar Pradesh, MULANA SAIYAD MUZAFFAR HUSSAIN,INC(I),1982
BALLIA,Uttar Pradesh, CHANDRA SHIKHAR,JNP,1982
BALRAMPUR,Uttar Pradesh, CHANDRA BHAL MANI TEWARI,INC(I),1982
BANDA,Uttar Pradesh, RAM NATH DUBEY,INC(I),1982
BANSGAON (SC) ,Uttar Pradesh,MAHABIR PRASAD ,INC(I),1982
BARA BANKI (SC) ,Uttar Pradesh,RAM KINKAR ,JNP(S),1982
BAREILLY,Uttar Pradesh,B.A.AHMAD(W),INC(I),1982
BASTI (SC) ,Uttar Pradesh,KALPNATH ,INC(I),1982
BIJNOR (SC) ,Uttar Pradesh,MANGAL RAM ,JNP(S),1982
BILHAUR,Uttar Pradesh, RAM NARAIN TRIPATHI,INC(I),1982
BULANDSHAHR,Uttar Pradesh, MAHMOOD HASAN KHAN,JNP(S),1982
CHAIL,Uttar Pradesh, (SC) RAM NIHORE RAKESH,INC(I),1982
CHANDAULI,Uttar Pradesh, NIHAL SINGH,JNP,1982
DEORIA,Uttar Pradesh, RAMAYAN RAI,INC(I),1982
DOMARIAGANJ,Uttar Pradesh, KAZI JALIL ABBASI,INC(I),1982
ETAH,Uttar Pradesh, MALIK MOHD. MISHIR A.KHAN,INC(I),1982
ETAWAH,Uttar Pradesh, RAM SINGH SHAKYA,JNP(S),1982
FAIZABAD,Uttar Pradesh, JAI RAM VERMA,INC(I),1982
FARRUKHABAD,Uttar Pradesh, DAYA RAM SHAKYA,JNP,1982
FATEHPUR,Uttar Pradesh, HARI KISHAN SHASTRI,INC(I),1982
FIROZABAD (SC),Uttar Pradesh, RAJESH KUMAR SINGH,IND,1982
GARHWAL ,Uttar Pradesh,HEMWATI NANDAN BAHUGUNA ,IND,1982
GHATAMPUR (SC),Uttar Pradesh, ASH KARAN SANKHWAR,JNP(S),1982
GHAZIPUR,Uttar Pradesh, JAINUL BASHAR,INC(I),1982
GHOSI,Uttar Pradesh, JHARKHANDE,CPI,1982
GONDA,Uttar Pradesh, ANAND SINGH ALIAS ANNUBHAIYA,INC(I),1982
GORAKHPUR,Uttar Pradesh, HARI KESH BAHADUR,INC(I),1982
HAPUR,Uttar Pradesh, ANWAR,JNP(S),1982
HARDOI (SC),Uttar Pradesh, MANNI LAL,INC(I),1982
HARDWAR (SC) ,Uttar Pradesh,JAGPAL SINGH ,JNP(S),1982
HATHRAS (SC),Uttar Pradesh, CHANDRA PAL SHAILANI,JNP(S),1982
JALAUN (SC),Uttar Pradesh, NATHURAM SHAKYAWAR,INC(I),1982
JALESAR,Uttar Pradesh, CHAUDHARY MULTAN SINGH,JNP(S),1982
JAUNPUR,Uttar Pradesh, AZIZULLA,JNP(S),1982
JHANSI,Uttar Pradesh, VISHWA NATH SHARMA,INC(I),1982
KAIRANA,Uttar Pradesh, GYATRI DEVI,JNP(S),1982
KAISERGANJ,Uttar Pradesh, RANA BIR SINGH,INC(I),1982
KANNAUJ,Uttar Pradesh, CHHOTEY SINGH YADAV,JNP(S),1982
KANPUR ,Uttar Pradesh,ARIF MOHAMMAD KHAN ,INC(I),1982
KHALILABAD  ,Uttar Pradesh,KRISHNA CHANDRA PANDEY,INC(I),1982
KHERI ,Uttar Pradesh,U.K.VERMA(W),INC(I),1982
KHURJA (SC),Uttar Pradesh, TRILOK CHAND,JNP(S),1982
LALGANJ (SC),Uttar Pradesh, CHHAGUR,JNP(S),1982
LUCKNOW ,Uttar Pradesh,SHEILA KAUL ,INC(I),1982
MACHHALISHAHR ,Uttar Pradesh,SHEO SHARAN VERMA ,JNP(S),1982
MAHARAJGANJ ,Uttar Pradesh, ASHFAQ HUSAIN,INC(I),1982
MAINPURI,Uttar Pradesh, RAGHUNATH SINGH VERMA,JNP(S),1982
MATHURA,Uttar Pradesh, CHAUDHARY DIGAMBER SINGH,JNP(S),1982
MEERUT,Uttar Pradesh, MOHSINA KIDWAI,INC(I),1982
MIRZAPUR,Uttar Pradesh,UMAKANT,INC(I),1982
MISRIKH (SC),Uttar Pradesh, RAM LAL RAHI,INC(I),1982
MOHANLALGANJ (SC),Uttar Pradesh, KAILASH PATI,INC(I),1982
MORADABAD,Uttar Pradesh, GHULAM MOHAMMAD KHAN,JNP(S),1982
MUZAFFARNAGAR,Uttar Pradesh, GHAYOOR ALI KHAN,JNP(S),1982
NAINITAL,Uttar Pradesh, NARAYANA DATT TEWARI,INC(I),1982
