Constituency,State,MP,Party,Year
ICHALKARANJI,Maharashtra, MANE BALASO ALIAS RAJARAM SHANKARRAO,INC,1985
RAJAPUR ,Maharashtra,MADHU DANDAVATE ,JNP,1985
BOMBAY SOUTH CENTRAL ,Maharashtra,DATTA  SAMANT ,IND,1985
BOMBAY NORTH CENTRAL ,Maharashtra,DIGHE SHARAD SHANKAR ,INC,1985
BOMBAY NORTH EAST ,Maharashtra,GURUDAS KAMAT ,INC,1985
BOMBAY NORTH WEST ,Maharashtra,SUNIL DUTT ,INC,1985
BOMBAY NORTH ,Maharashtra,ANOOPCHAND KHIMCHAND SHAH ,INC,1985
NASHIK ,Maharashtra,MANE MURLIDHAR PANDURANG ,INC,1985
NANDURBAR (ST) ,Maharashtra,GAVIT MANIKRAO HOLDYA ,INC,1985
SHOLAPUR ,Maharashtra,KUCHAN GANGADHAR SINRAMAPPA ,INC,1985
KOLHAPUR ,Maharashtra,GAIKWAD UDAYSINGRAO NANASAHEB ,INC,1985
BALASORE,Orissa, CHINTAMANI JENA,INC,1985
BHADRAK (SC),Orissa, ANANTA PRASAD SETHI,INC,1985
JAJPUR (SC),Orissa, ANADI CHARAN DAS,INC,1985
KENDRAPARA,Orissa,S. K. DEB,JNP,1985
CUTTACK,Orissa, JAYANTI PATTANIK,INC,1985
JAGATSINGHPUR,Orissa, LAKSHMAN MALLICK,INC,1985
PURI,Orissa, BRAJAMOHAN MOHENTY,INC,1985
BHUBANESWAR,Orissa, CHINTAMONI PANIGRAHI,INC,1985
ASKA,Orissa, SOMNATH RATH,INC,1985
BERHAMPUR,Orissa, R.JAGANNATH RAO,INC,1985
KORAPUT (ST),Orissa, GRIDHAR GOMANGO,INC,1985
NOWRANGPUR (ST),Orissa, KHAGAPATI PRADHANI,INC,1985
KALAHANDI,Orissa, JAGANNATH PATNAIK,INC,1985
PHULBANI (SC),Orissa, RADHA KANTA DIGAL,INC,1985
BOLANGIR,Orissa, NITYANAND MISRA,INC,1985
SAMBALPUR,Orissa, KRUPASINDHU BHOI,INC,1985
DEOGARH,Orissa, SRIBALLAV PANIGRAHI,INC,1985
MAYURBHANJ (ST) ,Orissa,SIDHALAL MURMU ,INC,1985
DHENKANAL ,Orissa,RAJA KAMAKHYA PRASAD SINGH DEO MAHINDRA BAHADUR, INC,1985
SUNDARGARH (ST) ,Orissa,MAURICE KUJUR ,INC,1985
KEONJHAR (ST) ,Orissa,HARINDER SOREN ,INC,1985
BIKANER,Rajasthan, MANPHOOL SINGH,INC,1985
CHURU,Rajasthan,N. BUDNIA,INC,1985
JHUNJHUNU,Rajasthan, MOHD. AYUB KHAN,INC,1985
SIKAR,Rajasthan, BAL RAM,INC,1985
JAIPUR,Rajasthan, NAWAL KISHORE SHARMA,INC,1985
DAUSA,Rajasthan, RAJESH PILOT,INC,1985
ALWAR,Rajasthan, RAM SINGH YADEV,INC,1985
BHARATPUR,Rajasthan, K.NATWAR SINGH,INC,1985
BAYANA (SC),Rajasthan, LALA RAM KEN,INC,1985
AJMER,Rajasthan, VISHNU KUMAR MODI,INC,1985
TONK (SC),Rajasthan, BANWARI LAL,INC,1985
KOTA,Rajasthan, SHANTI KUMAR DHARIWAL,INC,1985
JHALAWAR,Rajasthan, JUJHARSINGH,INC,1985
BANSWARA (ST),Rajasthan, PRABHULAL RAWAT,INC,1985
SALUMBER (ST),Rajasthan, ALKHA RAM,INC,1985
UDAIPUR,Rajasthan, INDUBALA SUKHADIA,INC,1985
CHITTORGARH,Rajasthan, NIRMLA KUMARI,INC,1985
BHILWARA,Rajasthan, GIRDHARI LAL VYAS,INC,1985
PALI,Rajasthan, MOOL CHAND DAGA,INC,1985
JALORE (SC),Rajasthan, BUTA SINGH,INC,1985
JODHPUR,Rajasthan, ASHOK GEHLOT,INC,1985
GANGANAGAR (SC) ,Rajasthan,BIRBAL ,INC,1985
SAWAI MADHOPUR (ST) ,Rajasthan,RAM KUMAR ,INC,1985
BARMER ,Rajasthan,VIRDHI CHAND,INC,1985
NAGAUR ,Rajasthan,RAM NIWAS,INC,1985
MADRAS CENTRAL,Tamil Nadu, KALANIDHI A.,DMK,1985
MADRAS SOUTH,Tamil Nadu, VYJAYANTHIMALA,INC,1985
SRIPERUMBUDUR (SC),Tamil Nadu, MARAGATHAM CHANDRASEKHAR,INC,1985
CHENGALPATTU,Tamil Nadu, S. JAGATHRAKSHAKAN,ADK,1985
ARAKKONAM,Tamil Nadu, R. JEEVARATHINAM,INC,1985
VELLORE,Tamil Nadu, A.C. SHANMUGAM,ADK,1985
TIRUPPATTUR,Tamil Nadu, JAYAMOHAN A.,INC,1985
VANDAVASI,Tamil Nadu, BALARAMAN L.,INC,1985
TINDIVANAM,Tamil Nadu, S.S. ERAMASAMY PADAYATCHI,INC,1985
CUDDALORE,Tamil Nadu, VENKATESAN P.R.S.,INC,1985
CHIDAMBARAM (SC),Tamil Nadu, VALLALPERUMAN P.,INC,1985
DHARMAPURI,Tamil Nadu, M. THAMBI DURIAI,ADK,1985
KRISHNAGIRI,Tamil Nadu, K. RAMAMURTHI,INC,1985
RASIPURAM (SC),Tamil Nadu, DEVARAJAN B.,INC,1985
SALEM,Tamil Nadu, RANGARAJAN KUMAR MANGALAM,INC,1985
TIRUCHENGODE,Tamil Nadu, KANNAN P.,ADK,1985
NILGIRIS,Tamil Nadu, R.PRABHU,INC,1985
GOBICHETTIPALAYAM,Tamil Nadu, KHOLANDAIVELU P.,ADK,1985
COIMBATORE,Tamil Nadu, KUPPUSWAMY C. K.,INC,1985
POLLACHI (SC),Tamil Nadu, ANNA NAMBI R.,ADK,1985
PALANI,Tamil Nadu, SENAPATHY GOUNDER A.,INC,1985
DINDIGUL,Tamil Nadu, K.R. NATARAJAN,ADK,1985
MADURAI,Tamil Nadu, SUBBURAMAN A.G.,INC,1985
PERIYAKULAM,Tamil Nadu, SELVENDRAN P.,ADK,1985
KARUR,Tamil Nadu, MURUGAIAH A. R.,INC,1985
TIRUCHIRAPPALLI,Tamil Nadu, ADAIKALARAJ,INC,1985
PERAMBALUR (SC),Tamil Nadu, S. THANGARAJU,ADK,1985
MAYILADUTURAI,Tamil Nadu, PAKEER MOHAMED E.S.M.,INC,1985
NAGAPATTINAM (SC),Tamil Nadu, MAHALINGAM, M.,1985
THANJAVUR,Tamil Nadu, SINGARAVADIVEL,INC,1985
PUDUKKOTTAI,Tamil Nadu, SUNDARARAJ N.,INC,1985
SIVAGANGA,Tamil Nadu, P. CHIDAMBARAM,INC,1985
RAMANATHAPURAM,Tamil Nadu, V. RAJESHWARAN,INC,1985
SIVAKASI,Tamil Nadu, N. SOUNDARARAJAN,ADK,1985
TIRUNELVELI,Tamil Nadu, M.R. JANARDHANAN,ADK,1985
TENKASI (SC),Tamil Nadu, M. ARUNACHALAM,INC,1985
TIRUCHENDUR,Tamil Nadu,R. D. ATHITHAN,INC,1985
MADRAS NORTH ,Tamil Nadu,N.V.N.SOMU ,DMK,1985
NAGERCOIL ,Tamil Nadu,N. DENNIS ,INC,1985
GARHWAL,Uttar Pradesh, CHANDRA MOHAN SINGH,INC,1985
ALMORA,Uttar Pradesh, HARISH CHANDRA SINGH,INC,1985
NAINITAL,Uttar Pradesh, SATENDRA CHANDRA,INC,1985
BIJNOR (SC),Uttar Pradesh,M. KUMARI (W),INC,1985
AMROHA,Uttar Pradesh, RAM PAL SINGH,INC,1985
MORADABAD,Uttar Pradesh, HAFIZ MOHD. SIDDIQUE,INC,1985
RAMPUR,Uttar Pradesh, ZULFIQUAR ALI KHAN,INC,1985
SAMBHAL,Uttar Pradesh, SHANTI DEVI,INC,1985
AONLA,Uttar Pradesh, KALYAN SINGH SOLANKI,INC,1985
BAREILLY,Uttar Pradesh, ABIDA AHMAD,INC,1985
PILIBHIT,Uttar Pradesh, BHANU PRATAP SINGH,INC,1985
SHAHJAHANPUR,Uttar Pradesh, JITENDRA PRASAD,INC,1985
KHERI,Uttar Pradesh, USHA KUMARI,INC,1985
SHAHABAD,Uttar Pradesh, DHARAMGAJ SINGH,INC,1985
SITAPUR,Uttar Pradesh, RAJENDRA KUMARI,INC,1985
MISRIKH (SC),Uttar Pradesh, SANKATA PRASAD,INC,1985
HARDOI (SC),Uttar Pradesh, KINDAR LAL,INC,1985
LUCKNOW,Uttar Pradesh, SHEILA KAUL,INC,1985
MOHANLALGANJ (SC),Uttar Pradesh, JAGANNATH PD.,INC,1985
UNNAO,Uttar Pradesh, ZIAURRAHMAN ANSARI,INC,1985
RAE BARELI,Uttar Pradesh, ARUN KUMAR NEHRU,INC,1985
PRATAPGARH,Uttar Pradesh, RAJA DINESH SINGH,INC,1985
AMETHI,Uttar Pradesh, RAJIV GANDHI,INC,1985
SULTANPUR,Uttar Pradesh, RAJ KARAN SINGH,INC,1985
AKBARPUR (SC),Uttar Pradesh, RAM PIYARE SUMAN,INC,1985
FAIZABAD,Uttar Pradesh, NIRMAL KHATRI,INC,1985
KAISERGANJ,Uttar Pradesh, RANA VIR SINGH,INC,1985
BAHRAICH,Uttar Pradesh, ARIF MOHAMMAD KHAN,INC,1985
BALRAMPUR,Uttar Pradesh, DEEP NARAIN VAN MAHANTH,INC,1985
GONDA,Uttar Pradesh, ANAND SINGH ALIAS ANNU BHAIYA,INC,1985
BASTI (SC),Uttar Pradesh, RAM AWADH PRASAD,INC,1985
DOMARIAGANJ,Uttar Pradesh, KAZI JALIL ABBASI,INC,1985
KHALILABAD,Uttar Pradesh, CHANDRA SHEKHAR,INC,1985
BANSGAON (SC),Uttar Pradesh, MAHAVIR PRASAD,INC,1985
GORAKHPUR,Uttar Pradesh, MADAN PANDEY,INC,1985
MAHARAJGANJ,Uttar Pradesh, JITENDRA SINGH,INC,1985
DEORIA,Uttar Pradesh, RAJMANGAL PANDEY,INC,1985
SALEMPUR,Uttar Pradesh, RAM NAGINA MISRA,INC,1985
BALLIA,Uttar Pradesh, JAGANNATH CHOWDHARI,INC,1985
GHOSI,Uttar Pradesh, RAJ KUMAR,INC,1985
AZAMGARH,Uttar Pradesh, SANTOSH KUMAR SINGH,INC,1985
LALGANJ (SC),Uttar Pradesh, RAMDHAN,INC,1985
JAUNPUR,Uttar Pradesh, KAMALA PRASAD SINGH,INC,1985
SAIDPUR (SC),Uttar Pradesh, RAM SMUJHAWAN,INC,1985
GHAZIPUR,Uttar Pradesh, ZAINUL BASHER,INC,1985
CHANDAULI,Uttar Pradesh, CHANDA TRIPATI,INC,1985
VARANASI,Uttar Pradesh, SHYAM LAL YADAVA,INC,1985
ROBERTSGANJ (SC),Uttar Pradesh, RAM PYARE,INC,1985
MIRZAPUR,Uttar Pradesh, UMA KANT MISHRA,INC,1985
PHULPUR,Uttar Pradesh, RAM PUJAN PATEL,INC,1985
ALLAHABAD,Uttar Pradesh, AMITABH BACHCHAN,INC,1985
CHAIL,Uttar Pradesh, (SC) BIHARI LAL SHAILESH,INC,1985
FATEHPUR,Uttar Pradesh, HARI KRISHNA SHASTRI,INC,1985
BANDA,Uttar Pradesh, BHISM DEO DUBEY,INC,1985
HAMIRPUR,Uttar Pradesh, SWAMI PRASAD SINGH,INC,1985
JHANSI,Uttar Pradesh, SUJAN SINGH BUNDELA,INC,1985
JALAUN (SC),Uttar Pradesh, LACHHI RAM,INC,1985
GHATAMPUR (SC),Uttar Pradesh, ASKARAN,INC,1985
BILHAUR,Uttar Pradesh, JAGDISH AWASTHI,INC,1985
KANPUR,Uttar Pradesh, NARESH CHANDRA CHATURVEDI,INC,1985
ETAWAH,Uttar Pradesh, RAGHURAJ SINGH,INC,1985
KANNAUJ,Uttar Pradesh, SHEILA DIXIT,INC,1985
FARRUKHABAD,Uttar Pradesh, KHURSHED ALAM KHAN,INC,1985
MAINPURI,Uttar Pradesh, BALRAM SINGH YADAV,INC,1985
JALESAR,Uttar Pradesh, KAILASH CHANDRA YADAV,INC,1985
AGRA,Uttar Pradesh, NIHAL SINGH,INC,1985
MATHURA,Uttar Pradesh, MANVENDRA SINGH,INC,1985
HATHRAS (SC),Uttar Pradesh, PURAN CHAND,INC,1985
ALIGARH,Uttar Pradesh, USHA RANI,INC,1985
KHURJA (SC),Uttar Pradesh, VEER SEN,INC,1985
BULANDSHAHR,Uttar Pradesh, KR. SURENDRA PAL,INC,1985
HAPUR,Uttar Pradesh, KEDAR NATH,INC,1985
MEERUT,Uttar Pradesh, MOHSINA KIDWAI,INC,1985
BAGHPAT,Uttar Pradesh, CHARAN SINGH,LKD,1985
MUZAFFARNAGAR,Uttar Pradesh, DHARAM VIR SINGH,INC,1985
KAIRANA,Uttar Pradesh, AKHTAR HASAN,INC,1985
TEHRI GARHWAL ,Uttar Pradesh,BRAHMA DUTT ,INC,1985
BUDAUN ,Uttar Pradesh,SALEEM IQBAL SHERWANI ,INC,1985
BARA BANKI (SC) ,Uttar Pradesh,KAMLA PRASAD ,INC,1985
PADRAUNA ,Uttar Pradesh,CHANDRA PRATAP NARAIN SINGH ,INC,1985
MACHHLISHAHR ,Uttar Pradesh,SRIPATI ,INC,1985
ETAH ,Uttar Pradesh,MUHAMMAD MEHFOOJ ALI KHAN ALIAS PYAREY MAIN, LKD,1985
FIROZABAD (SC) ,Uttar Pradesh,GANGA RAM ,INC,1985
SAHARANPUR ,Uttar Pradesh,YASHPAL SINGH ,INC,1985
HARDWAR (SC) ,Uttar Pradesh,SUNDER LAL ,INC,1985
JALPAIGURI,West Bengal, MANIK SANYAL,CPM,1985
DARJEELING,West Bengal, ANANDA PRASAD PATHAK,CPM,1985
RAIGANJ,West Bengal, GOLAM YAZDANI,INC,1985
BALURGHAT (SC),West Bengal, PALAS BARMAN,RSP,1985
MALDA,West Bengal, ABU BARKAT ATAUL GHANI KHAN CHOUDHURY,INC,1985
JANGIPUR,West Bengal, ABEDIN ZAINAL,CPM,1985
MURSHIDABAD,West Bengal, SYED MUSUDAL HOSSAIN,CPM,1985
KRISHNAGAR,West Bengal, RENU PADA DAS,CPM,1985
NABADWIP (SC),West Bengal, BIBHA GHOSH (GOSWAMI),CPM,1985
BARASAT,West Bengal, TARUN KANTI GHOSH,INC,1985
JOYNAGAR (SC),West Bengal, SANT KUMAR MANDAL,RSP,1985
MATHURAPUR (SC),West Bengal, MANORANJAN HALDER,INC,1985
DIAMOND HARBOUR,West Bengal, AMAL DATTA,CPM,1985
JADAVPUR,West Bengal, MAMATA BANERJEE,INC,1985
BARRACKPORE,West Bengal, DEBI GHOSAL,INC,1985
DUM DUM,West Bengal, ASUTOSH LAW,INC,1985
CALCUTTA SOUTH,West Bengal, BHOLA NATH SEN,INC,1985
HOWRAH,West Bengal, PRIYA RANJAN DAS  MUNSHI,INC,1985
ULUBERIA,West Bengal, HANNAN MOLLAH,CPM,1985
SERAMPORE,West Bengal, BIMAL KANTI GHOSH,INC,1985
HOOGHLY,West Bengal, INDUMATI BHATTACHARYYA,INC,1985
PANSKURA,West Bengal, GEETA MUKHERJEE,CPI,1985
TAMLUK,West Bengal, MISHRA SATYAGOPAL,CPM,1985
CONTAI,West Bengal, PHULRENU GUHA,INC,1985
MIDNAPORE,West Bengal, NARAYAN CHOUBEY,CPI,1985
JHARGRAM (ST),West Bengal, MOTILAL HANSDA,CPM,1985
PURULIA,West Bengal, CHITTARANJAN MAHATA,FBL,1985
BANKURA,West Bengal, ACHARIA BASUDEB,CPM,1985
VISHNUPUR (SC),West Bengal, AJIT KUMAR SAHA,CPM,1985
DURGAPUR (SC),West Bengal, PURNA CHANDRA MALIK,CPM,1985
ASANSOL,West Bengal, ANADA GOPAL MUKHERJEE,INC,1985
BURDWAN,West Bengal, SUDHIR RAY,CPM,1985
KATWA,West Bengal, SAIFUDDIN CHOWDHURY,CPM,1985
BOLPUR,West Bengal,S. CHATTERJEE,CPM,1985
COOCH BEHAR (SC) ,West Bengal,AMAR ROY PRODHAN, FBL,1985
ALIPURDUARS (ST) ,West Bengal,PIJUS TIRKEY ,RSP,1985
BERHAMPORE ,West Bengal,ATISH CHANDRA SINHA ,INC,1985
BASIRHAT ,West Bengal,INDRAJIT GUPTA ,CPI,1985
CALCUTTA NORTH WEST ,West Bengal,ASHOK KUMAR SEN ,INC,1985
CALCUTTA NORTH EAST ,West Bengal,AJIT KUMAR PANJA ,INC,1985
ARAMBAGH ,West Bengal,ANIL BASU ,CPM,1985
BIRBHUM (SC) ,West Bengal,GADAHAR SAHA ,CPM,1985
SOUTH DELHI,Delhi,A.SINGH,IND,1985
OUTER DELHI,Delhi, BHARAT SINGH,INC,1985
EAST DELHI,Delhi, H.K.L.BHAGAT,INC,1985
CHANDNI CHOWK,Delhi, JAI PARKASH AGARWAL,INC,1985
DELHI SADAR,Delhi, JAGDISH TYTLER,INC,1985
NEW DELHI ,Delhi,KRSIHAN CHANDRA PANT ,INC,1985
KAROL BAGH (SC) ,Delhi,SUNDERWATI NAWAL PRABHAKAR ,INC,1985
AMRITSAR,Punjab,RAGHUNANDAN LAL BHATIA ,INC,1985
BHATINDA (SC),Punjab,TEJA SINGH DARDI ,SAD,1985
FARIDKOT,Punjab,SHAMINDER SINGH ,SAD,1985
FEROZEPUR,Punjab,GURDIAL SINGH DHILLON ,INC,1985
GURDASPUR,Punjab,SUKHBUNS KAUR ,INC,1985
HOSHIARPUR,Punjab,KAMAL CHUDHARY,INC,1985
JULLUNDUR,Punjab,RAJINDER SINGH SPARROW ,INC,1985
LUDHIANA,Punjab,MEWA SINGH ,SAD,1985
PATIALA,Punjab,CHARANJIT SINGH ,SAD,1985
PHILLAUR (SC),Punjab,SUNDER SINGH ,INC,1985
ROPAR,Punjab,CHARANJIT SINGH ,SAD,1985
SANGRUR,Punjab,BALWANT SINGH RAMUWALIA ,SAD,1985
TARN TARAN,Punjab,TARLOCHAN SINGH TUR ,SAD,1985
MIRYALGUDA ,Andhra,BHIMREDDY NARSIMHA REDDY ,CPM,1986
NALGONDA ,Andhra,MALLAREDDY RAGUMA REDDY ,TDP,1986
NARASAPUR ,Andhra,VIJAYA KUMAR RAJU BHUPATHIRAJU ,TDP,1986
AMALAPURAM (SC) ,Andhra,AITHABATHUL A JOGESWARA VENKATA BUTHCI MAHESWARA RAO ,TDP,1986
BOBBILI ,Andhra,ANAND GAJAPATHI RAJU POOSAPATI ,TDP,1986
PARVATHIPURAM (ST) ,Andhra,KISHORE CHANDRA SURYAMARAYANA DEO VYRICHERIA ,ICS,1986
SRIKAKULAM ,Andhra,APPAYYADORA HANUMANTU ,TDP,1986
VISAKHAPATNAM,Andhra, BHATTAM SREERAMA MURTHY,TDP,1986
BHADRACHALAM (ST),Andhra, SODE RAMAIAH,CPI,1986
ANAKAPALLI,Andhra, APPALANARASIMHAM P.,TDP,1986
KAKINADA,Andhra, THOTA GOPALA KRISHNA,TDP,1986
RAJAHMUNDRY,Andhra, SRIHARI RAO,TDP,1986
ELURU,Andhra, BOLLA BULLI RAMAIAH,TDP,1986
MACHILIPATNAM,Andhra, SAMBASIVARAO KUVURU,INC,1986
VIJAYAWADA,Andhra, VADDE SOBHANADREESWARA RAO,TDP,1986
TENALI,Andhra, NISSANKARARAO VENKATARATNAM,TDP,1986
GUNTUR,Andhra, N.G.RANGA,INC,1986
BAPATLA,Andhra, CHIMATA SAMBU,TDP,1986
NARASARAOPET,Andhra, KATURI NARAYANASWAMY,TDP,1986
ONGOLE,Andhra, BEZAWADA PAPIREDDY,TDP,1986
NELLORE (SC),Andhra, PENCHALAIAH PUCHALAPALLI,TDP,1986
TIRUPATHI (SC),Andhra, CHINTA MOHAN,TDP,1986
CHITTOOR,Andhra, N.P.JHANSI LAKSHMI,TDP,1986
RAJAMPET,Andhra, PALAKONDRAYUDU SUGAVASI,TDP,1986
CUDDAPAH,Andhra, D.N.REDDY,TDP,1986
HINDUPUR,Andhra, K. RAMACHANDRA REDDY,TDP,1986
ANANTAPUR,Andhra, DEVINENI NARAYANA SWAMY,TDP,1986
KURNOOL,Andhra, ERASU AYYAPU REDDY,TDP,1986
NANDYAL,Andhra, MADDUR SUBBA REDDY,TDP,1986
NAGARKURNOOL (SC),Andhra, V. TULSIRAM,TDP,1986
MAHABUBNAGAR,Andhra, SUDINI JAIPAL REDDY,JNP,1986
HYDERABAD,Andhra, SULTAN SALAHUDDIN OWAISE,IND,1986
SECUNDERABAD,Andhra, T.ANJAIAH,INC,1986
SIDDIPET (SC),Andhra, G.VIJAYARAMARAO,TDP,1986
MEDAK,Andhra, P.MANIK REDDY,TDP,1986
NIZAMABAD,Andhra, TADUR BALA GOUD,INC,1986
ADILABAD,Andhra, C. MADHAV REDDY,TDP,1986
PEDDAPALLI (SC),Andhra, GOTTE BHOOPATHY,TDP,1986
KARIMNAGAR,Andhra, JUVVADI CHOKKARAO,INC,1986
HANAMKONDA,Andhra, CHANDUPATLA JANGA REDDY,BJP,1986
WARANGAL,Andhra, T. KALPANA DEVI,TDP,1986
KHAMMAM,Andhra, JALAGAM VENGALA RAO,INC,1986
BETTIAH,Bihar, MANOJ KUMAR PANDE,INC,1986
MOTIHARI,Bihar, PRABHAWATI GUPTA,INC,1986
GOPALGANJ,Bihar, KALI PRASAD PANDEY,IND,1986
SIWAN,Bihar, ABDUL GHAFOOR,INC,1986
MAHARAJGANJ,Bihar, KRISHNAPRATAP SINGH,INC,1986
CHAPRA,Bihar, RAM BAHADUR SINGH,JNP,1986
HAJIPUR (SC),Bihar, RAM RATAN RAM,INC,1986
VAISHALI,Bihar, KISHORI SINHA,INC,1986
MUZAFFARPUR,Bihar, LALITESHWAR PRASAD SHAHI,INC,1986
SITAMARHI,Bihar, RANSHRESTH KHIRHAR,INC,1986
SHEOHAR,Bihar, RAM DULARI SINGH,INC,1986
MADHUBANI,Bihar, ABDUL HANNAN AN,INC,1986
JHANJHARPUR,Bihar, GAURI SHANKAR RAJHANS,INC,1986
DARBHANGA,Bihar, VIJAY KUMAR MISHRA,LKD,1986
ROSERA (SC),Bihar, RAM BHAGAT PASWAN,INC,1986
SAMASTIPUR,Bihar, RAMDEO RAI,INC,1986
BARH,Bihar, PRAKASH CHANDRA,INC,1986
BALIA,Bihar, CHANDRA BHANU DEVI,INC,1986
SAHARSA,Bihar, CHANDRA KISHORE PATHAK,INC,1986
MADHEPURA,Bihar, MAHABIR PRASAD YADAV,INC,1986
ARARIA (SC),Bihar, DOOMAR LAL BAITHA,INC,1986
KISHANGANJ,Bihar,S. SHAHABUDDIN,JNP,1986
PURNEA,Bihar, MADHUREE SINGH,INC,1986
KATIHAR,Bihar, TARIQ ANWAR,INC,1986
RAJMAHAL (ST),Bihar, SETH HEMBROM,INC,1986
DUMKA (ST),Bihar, PRITHIWI CHAND KISKU,INC,1986
GODDA,Bihar,SALAUDDIN,INC,1986
BANKA,Bihar,MANORAMA SINGH (W),INC,1986
BHAGALPUR,Bihar, BHAGWAT JHA AZAD,INC,1986
KHAGARIA,Bihar, CHANDRA SHEKHAR PRASAD VERMA,INC,1986
MONGHYR,Bihar, DEVENDRA PD. YADAV,INC,1986
BEGUSARAI,Bihar, KRISHNA SHAHI,INC,1986
NALANDA,Bihar, VIJAY KUMAR YADAV,CPI,1986
PATNA,Bihar, C. P. THAKUR,INC,1986
ARRAH,Bihar, BALI RAM BHAGAT,INC,1986
BUXAR,Bihar, KAMLA KANT TIWARI,INC,1986
SASARAM (SC),Bihar, JAGJIWAN RAM,ICJ,1986
AURANGABAD,Bihar, SATYENDRA NARAIN SINGH,INC,1986
JAHANABAD,Bihar, RAMASHARAY PD. SINGH,CPI,1986
NAWADA (SC),Bihar, KUNWAR RAM,INC,1986
GAYA (SC),Bihar, RAM SWAROOP RAM,INC,1986
CHATRA,Bihar, YOGESHWAR PRASAD YOGESH,INC,1986
KODARMA,Bihar, TILAK DHARI SINGH,INC,1986
GIRIDIH,Bihar, SARFRAJ AHMED,INC,1986
DHANBAD,Bihar, SHANKAR DAYAL SINGH,INC,1986
HAZARIBAGH,Bihar, DAMODAR PANDEY,INC,1986
RANCHI,Bihar, SHEO PRASAD SAHU,INC,1986
JAMSHEDPUR,Bihar, GOPESHWAR,INC,1986
SINGHBHUM (ST),Bihar, BEGUN SUMBRUI,INC,1986
KHUNTI (ST),Bihar, SIMON TIGGA,INC,1986
LOHARDAGA (ST),Bihar, SUMATI ORAON,INC,1986
BAGAHA (SC) ,Bihar,BHOLA RAUT ,INC,1986
BIKRAMGANJ ,Bihar,TAPESHWAR SINGH, INC,1986
PALAMAU (SC) ,Bihar,KAMLA KUMARI ,INC,1986
SURENDRANAGAR,Gujarat, JHALA DIGIVIJAYSINHJI PRATAPSINHJI,INC,1986
JAMNAGAR,Gujarat, JADEJA DAULATSINH PARTAP SINH,INC,1986
RAJKOT,Gujarat, MAVANI RAMABEN RAMJIBHAI,INC,1986
PORBANDAR,Gujarat, ODEDARA BHARATBHAI MALDEVJI,INC,1986
JUNAGADH,Gujarat, PATEL MOHANBHAI LALJIBHAI,INC,1986
AMRELI,Gujarat, RAVANI NAVINCHANDRABHAI PARMANANDDAS,INC,1986
BHAVNAGAR,Gujarat, GOHIL GIGABHAI BHAVUBHAI,INC,1986
DHANDHUKA (SC),Gujarat, NARSINHBHAI KARSANBHAI MAKWANA,INC,1986
AHMEDABAD,Gujarat, HAROOBHAI MEHTA,INC,1986
GANDHINAGAR,Gujarat, G.I.PATEL,INC,1986
MEHSANA,Gujarat, A.K.PATEL,BJP,1986
PATAN (SC),Gujarat, VANKAR PUNAMCHAND MITHABHAI,INC,1986
BANASKANTHA,Gujarat, B.K.GADHVI,INC,1986
SABARKANTHA,Gujarat, H.M.PATEL,JNP,1986
KAPADVANJ,Gujarat, SOLANKI NATAVERSINGH KESARISINGHJI,INC,1986
DOHAD (ST),Gujarat, DAMOR SOMJIBHAI PUNJABHAI,INC,1986
GODHRA,Gujarat, JAYDEEPSINHJI,INC,1986
KAIRA,Gujarat, AJITSINH FULSINHJI DYABHAI,INC,1986
ANAND,Gujarat, ISHVERBHAI KHODABHAI CHAVADA,INC,1986
BARODA,Gujarat, GAEKWAD RANJITSINH PRATAPSHINH,INC,1986
BROACH,Gujarat, PATEL AHMEDBHAI MOHAMMEDBHAI,INC,1986
SURAT,Gujarat, PATEL CHHAGANBHAI DEVABHAI,INC,1986
KUTCH ,Gujarat,USHABEN RAGHAVJI THAKKAR ,INC,1986
CHHOTA UDAIPUR (ST) ,Gujarat,RATHWA AMARSINH VIRIYABHAI ,INC,1986
MANDVI (ST) ,Gujarat,GAMIT CHHITUBHAI DEVJIBHAI ,INC,1986
BULSAR (ST) ,Gujarat,PATEL UTTAMBHAI HARJIBHAI ,INC,1986
KURUKSHETRA,Haryana, HARPAL SINGH,INC,1986
KARNAL,Haryana, CHIRANJI LAL,INC,1986
SONEPAT,Haryana, DHARAM PAL SINGH,INC,1986
ROHTAK,Haryana, HARDWARI LAL,INC,1986
FARIDABAD,Haryana, RAHIM KHAN,INC,1986
MAHENDRAGARH,Haryana, BIRENDER SINGH,INC,1986
BHIWANI,Haryana, BANSI LAL,INC,1986
HISSAR,Haryana, BIRINDER SINGH,INC,1986
AMBALA (SC) ,Haryana,RAM PRAKASH ,INC,1986
SIRSA (SC) ,Haryana,DALBIR SINGH ,INC,1986
MANDI,Himachal Pradesh,SUKH RAM,INC,1986
KANGRA,Himachal Pradesh,CHANDRESH KUMARI,INC,1986
SIMLA (SC) ,Himachal Pradesh,KRISHAN DUTT SULTANPURI,INC,1986
HAMIRPUR ,Himachal Pradesh,NARAIN CHAND ,INC,1986
GULBARGA,Karnataka, VEERENIRA PATIL,INC,1986
RAICHUR,Karnataka,M. Y. CHORPADE,INC,1986
KOPPAL,Karnataka, H. G. RAMULU,INC,1986
BELLARY,Karnataka, BASAVARAJESWARI,INC,1986
DAVANGERE,Karnataka, CHANNAIAH ODEYAR,INC,1986
CHITRADURGA,Karnataka, K. H. RANGANATH,INC,1986
